carrierCode;tailNum;planeModel;planeYear;
DL;N378DA;737-832;1999;
NW;N378NW;A320-211;2003;
WN;N378SW;737-3H4;1994;
AA;N379AA;767-323;1993;
EV;N379CA;CL-600-2C10;2003;
DL;N379DA;737-832;1999;
WN;N379SW;737-3H4;1994;
UA;N379UA;737-322;1990;
AA;N380AA;AS 355F1;;
DL;N380DA;737-832;1999;
WN;N380SW;737-3H4;1994;
AA;N381AA;DC-7BF;1956;
UA;N381UA;737-322;1990;
CO;N38257;737-824;2000;
CO;N38268;737-824;2001;
AA;N382AA;1121;;
DL;N382DA;737-832;1999;
WN;N382SW;737-3H4;1994;
UA;N382UA;737-322;1990;
AA;N383AA;E-90;1972;
DL;N383DN;737-832;1999;
UA;N383UA;737-322;1990;
CO;N38403;737-924;2001;
CO;N38417;737-924ER;2008;
CO;N38424;;;
AA;N384AA;767-323;1993;
DL;N384DA;737-832;1999;
WN;N384SW;737-3H4;1994;
AA;N385AA;;;
DL;N385DN;737-832;1999;
WN;N385SW;737-3H4;1994;
UA;N385UA;737-322;1990;
DL;N386DA;737-832;1999;
WN;N386SW;737-3H4;1994;
UA;N386UA;737-322;1990;
CO;N38727;737-724;1999;
AA;N387AA;;;
DL;N387DA;737-832;2000;
WN;N387SW;737-3H4;1994;
AA;N388AA;767-323;1995;
DL;N388DA;737-832;2000;
WN;N388SW;737-3H4;1994;
DL;N389DA;737-832;2000;
WN;N389SW;737-3H4;1994;
AA;N390AA;767-323;1995;
EV;N390CA;CL-600-2C10;2003;
DL;N390DA;737-832;2000;
WN;N390SW;737-3H4;1994;
AA;N391AA;767-323;1995;
OH;N391CA;CL-600-2C10;2003;
DL;N391DA;737-832;2000;
WN;N391SW;737-3H4;1994;
CO;N39297;737-824;2005;
DL;N392DA;737-832;2000;
WN;N392SW;737-3H4;1994;
DL;N393DA;737-832;2000;
OO;N393SW;EMB-120ER;1997;
CO;N39415;737-924ER;2008;
CO;N39416;737-924ER;2008;
CO;N39418;737-924ER;2008;
CO;N39423;;;
AA;N394AA;A-1B;2007;
DL;N394DA;737-832;2000;
WN;N394SW;737-3H4;1994;
DL;N395DN;737-832;2000;
WN;N395SW;737-3H4;1994;
DL;N396DA;737-832;2000;
CO;N39726;737-724;1999;
CO;N39728;737-724;1999;
AA;N397AA;;;
DL;N397DA;737-832;2000;
WN;N397SW;737-3H4;1995;
AA;N398AA;;;
OH;N398CA;CL-600-2C10;2003;
DL;N398DA;737-832;2000;
WN;N398SW;737-3H4;1995;
AA;N399AA;;;
DL;N399DA;737-832;2000;
UA;N399UA;737-322;1990;
WN;N399WN;737-3H4;1995;
AA;N3AAAA;;;
AA;N3ABAA;;;
AA;N3ACAA;;;
AA;N3AEAA;;;
AA;N3AFAA;;;
AA;N3AGAA;;;
AA;N3AHAA;;;
AA;N3AJAA;;;
AA;N3AKAA;;;
AA;N3ALAA;;;
AA;N3AMAA;;;
AA;N3ANAA;;;
AA;N3APAA;;;
AA;N3ARAA;;;
AA;N3ASAA;;;
AA;N3ATAA;;;
AA;N3AUAA;;;
AA;N3AVAA;;;
AA;N3AWAA;;;
AA;N3AYAA;;;
AA;N3BAAA;;;
AA;N3BBAA;;;
AA;N3BCAA;;;
AA;N3BDAA;;;
AA;N3BEAA;;;
AA;N3BFAA;;;
AA;N3BGAA;;;
AA;N3BHAA;;;
AA;N3BJAA;;;
AA;N3BKAA;;;
AA;N3BLAA;;;
AA;N3BMAA;;;
AA;N3BNAA;;;
AA;N3BPAA;;;
AA;N3BRAA;;;
AA;N3BSAA;;;
AA;N3BTAA;;;
AA;N3BUAA;;;
AA;N3BVAA;;;
AA;N3BWAA;;;
AA;N3BXAA;;;
AA;N3BYAA;;;
AA;N3CAAA;;;
AA;N3CBAA;;;
AA;N3CCAA;;;
AA;N3CDAA;;;
AA;N3CEAA;;;
AA;N3CFAA;;;
AA;N3CGAA;;;
AA;N3CHAA;;;
AA;N3CJAA;;;
AA;N3CKAA;;;
AA;N3CLAA;;;
AA;N3CMAA;;;
AA;N3CNAA;;;
AA;N3CPAA;;;
AA;N3CRAA;;;
AA;N3CSAA;;;
AA;N3CTAA;;;
AA;N3CUAA;;;
AA;N3CVAA;;;
AA;N3CWAA;;;
AA;N3CXAA;;;
AA;N3CYAA;;;
AA;N3DAAA;;;
AA;N3DBAA;;;
AA;N3DCAA;;;
AA;N3DDAA;;;
AA;N3DEAA;;;
AA;N3DFAA;;;
AA;N3DGAA;;;
AA;N3DHAA;;;
AA;N3DJAA;;;
AA;N3DKAA;;;
AA;N3DLAA;;;
WN;N400WN;737-7H4;2001;
AA;N401AA;S-50A;;
NW;N401EA;DC-9-51;1975;
UA;N401UA;A320-232;1993;
WN;N401WN;737-7H4;2001;
UA;N402UA;A320-232;1993;
WN;N402WN;737-7H4;2001;
AA;N403AA;;;
OO;N403SW;CL-600-2B19;1993;
UA;N403UA;A320-232;1993;
WN;N403WN;737-7H4;2001;
US;N404US;737-401;1989;
WN;N404WN;737-7H4;2001;
OO;N405SW;CL-600-2B19;1993;
UA;N405UA;A320-232;1993;
US;N405US;737-401;1989;
WN;N405WN;737-7H4;2001;
OO;N406SW;CL-600-2B19;1993;
UA;N406UA;A320-232;1994;
US;N406US;737-401;1988;
WN;N406WN;737-7H4;2001;
OO;N407SW;CL-600-2B19;1994;
UA;N407UA;A320-232;1994;
WN;N407WN;737-7H4;2001;
AA;N408AA;DC-9-82(MD-82);1986;
OH;N408CA;CL-600-2B19;2000;
OO;N408SW;CL-600-2B19;1994;
UA;N408UA;A320-232;1994;
WN;N408WN;737-7H4;2001;
OH;N409CA;CL-600-2B19;2000;
OO;N409SW;CL-600-2B19;1994;
UA;N409UA;A320-232;1994;
US;N409US;737-401;1988;
WN;N409WN;737-7H4;2001;
AA;N410AA;DC-9-82(MD-82);1986;
OO;N410SW;CL-600-2B19;1995;
UA;N410UA;A320-232;1994;
WN;N410WN;737-7H4;2001;
XE;N41104;EMB-145XR;2002;
CO;N41135;757-224;1999;
CO;N41140;757-224;2000;
AA;N411AA;DC-9-82(MD-82);1986;
OO;N411SW;CL-600-2B19;1995;
UA;N411UA;A320-232;1994;
WN;N411WN;737-7H4;2001;
AA;N412AA;DC-9-82(MD-82);1986;
OO;N412SW;CL-600-2B19;1995;
UA;N412UA;A320-232;1994;
WN;N412WN;737-7H4;2001;
AA;N413AA;DC-9-82(MD-82);1986;
OO;N413SW;CL-600-2B19;1996;
UA;N413UA;A320-232;1994;
WN;N413WN;737-7H4;2001;
AA;N414AA;;;
UA;N414UA;A320-232;1994;
WN;N414WN;737-7H4;2001;
AA;N415AA;DC-9-82(MD-82);1986;
UA;N415UA;A320-232;1994;
WN;N415WN;737-7H4;2001;
AA;N416AA;DC-9-82(MD-82);1986;
OO;N416SW;CL-600-2B19;1995;
UA;N416UA;A320-232;1994;
WN;N416WN;737-7H4;2001;
AA;N417AA;DC-9-82(MD-82);1986;
OO;N417SW;CL-600-2B19;;
UA;N417UA;A320-232;1994;
US;N417US;737-401;1989;
WN;N417WN;737-7H4;2001;
AA;N418AA;DC-9-82(MD-82);1986;
UA;N418UA;A320-232;1994;
US;N418US;737-401;1989;
WN;N418WN;737-7H4;2001;
AA;N419AA;DC-9-82(MD-82);1986;
UA;N419UA;A320-232;1994;
US;N419US;737-401;1989;
WN;N419WN;737-7H4;2001;
AA;N420AA;DC-9-82(MD-82);1986;
OH;N420CA;CL-600-2B19;2000;
UA;N420UA;A320-232;1994;
US;N420US;737-401;1989;
WN;N420WN;737-7H4;2001;
AA;N421AA;421C;1962;
WN;N421LV;737-7H4;2001;
UA;N421UA;A320-232;1994;
US;N421US;737-401;1989;
AA;N422AA;DC-9-82(MD-82);1986;
UA;N422UA;A320-232;1995;
US;N422US;737-401;1989;
WN;N422WN;737-7H4;2002;
AA;N423AA;DC-9-82(MD-82);1986;
OO;N423SW;CL-600-2B19;2000;
UA;N423UA;A320-232;1995;
US;N423US;737-401;1989;
WN;N423WN;737-7H4;2002;
AA;N424AA;DC-9-82(MD-82);1986;
UA;N424UA;A320-232;1995;
US;N424US;737-401;1989;
WN;N424WN;737-7H4;2002;
AA;N425AA;PA-28-180;1968;
WN;N425LV;737-7H4;2002;
UA;N425UA;A320-232;1995;
US;N425US;737-401;1989;
AA;N426AA;DC-9-82(MD-82);1986;
OO;N426SW;CL-600-2B19;2001;
UA;N426UA;A320-232;1995;
US;N426US;737-4B7;1989;
WN;N426WN;737-7H4;2002;
AA;N427AA;DC-9-82(MD-82);1986;
OH;N427CA;CL-600-2B19;2000;
OO;N427SW;CL-600-2B19;2001;
UA;N427UA;A320-232;1995;
US;N427US;737-4B7;1989;
WN;N427WN;737-7H4;2002;
UA;N428UA;A320-232;1995;
WN;N428WN;737-7H4;2002;
OO;N429SW;CL-600-2B19;2001;
UA;N429UA;A320-232;1995;
WN;N429WN;737-7H4;2002;
AA;N430AA;DC-9-82(MD-82);1986;
OH;N430CA;CL-600-2B19;2000;
OO;N430SW;CL-600-2B19;2001;
UA;N430UA;A320-232;1996;
US;N430US;737-4B7;1989;
WN;N430WN;737-7H4;2002;
AA;N431AA;DC-9-82(MD-82);1986;
OO;N431SW;CL-600-2B19;2001;
UA;N431UA;A320-232;1996;
WN;N431WN;737-7H4;2002;
AA;N432AA;DC-9-82(MD-82);1987;
OO;N432SW;CL-600-2B19;2001;
UA;N432UA;A320-232;1996;
WN;N432WN;737-7H4;2003;
AA;N433AA;DC-9-83(MD-83);1987;
WN;N433LV;737-7H4;2003;
OO;N433SW;CL-600-2B19;2001;
UA;N433UA;A320-232;1996;
US;N433US;737-4B7;1990;
AA;N434AA;DC-9-83(MD-83);1987;
UA;N434UA;A320-232;1996;
US;N434US;737-4B7;1990;
WN;N434WN;737-7H4;2003;
YV;N434YV;DHC-8-202;1996;
AA;N435AA;DC-9-83(MD-83);1987;
OH;N435CA;CL-600-2B19;2001;
OO;N435SW;CL-600-2B19;2001;
UA;N435UA;A320-232;1996;
US;N435US;737-4B7;1990;
WN;N435WN;737-7H4;2003;
AA;N436AA;DC-9-83(MD-83);1987;
OH;N436CA;CL-600-2B19;2001;
UA;N436UA;A320-232;1996;
WN;N436WN;737-7H4;2003;
YV;N436YV;DHC-8-202;1996;
AA;N437AA;DC-9-83(MD-83);1987;
OO;N437SW;CL-600-2B19;2001;
UA;N437UA;A320-232;1997;
WN;N437WN;737-7H4;2003;
YV;N437YV;DHC-8-202;;
AA;N438AA;DC-9-83(MD-83);1987;
OO;N438SW;CL-600-2B19;2001;
UA;N438UA;A320-232;1997;
US;N438US;737-4B7;1990;
WN;N438WN;737-7H4;2003;
AA;N439AA;DC-9-83(MD-83);1987;
OO;N439SW;CL-600-2B19;2001;
UA;N439UA;A320-232;1997;
US;N439US;737-4B7;1990;
WN;N439WN;737-7H4;2003;
AA;N440AA;DC-9-82(MD-82);1987;
WN;N440LV;737-7H4;2003;
OO;N440SW;CL-600-2B19;2001;
UA;N440UA;A320-232;1997;
US;N440US;737-4B7;1990;
AA;N441AA;DC-9-82(MD-82);1987;
OO;N441SW;CL-600-2B19;2002;
UA;N441UA;A320-232;1997;
US;N441US;737-4B7;1990;
WN;N441WN;737-7H4;2003;
AA;N442AA;DC-9-82(MD-82);1987;
OH;N442CA;CL-600-2B19;2001;
OO;N442SW;CL-600-2B19;2002;
UA;N442UA;A320-232;1998;
US;N442US;737-4B7;1990;
WN;N442WN;737-7H4;2003;
AA;N443AA;DC-9-82(MD-82);1987;
OH;N443CA;CL-600-2B19;2001;
OO;N443SW;CL-600-2B19;;
UA;N443UA;A320-232;1998;
US;N443US;737-4B7;1990;
WN;N443WN;737-7H4;2003;
AA;N444AA;182P;1973;
UA;N444UA;A320-232;1998;
US;N444US;737-4B7;1990;
WN;N444WN;737-7H4;2003;
YV;N444YV;DHC-8-202;1996;
AA;N445AA;DC-9-82(MD-82);1987;
OO;N445SW;CL-600-2B19;2002;
UA;N445UA;A320-232;1998;
US;N445US;737-4B7;1990;
WN;N445WN;737-7H4;2003;
YV;N445YV;DHC-8-202;1996;
AA;N446AA;DC-9-82(MD-82);1987;
OH;N446CA;CL-600-2B19;;
OO;N446SW;CL-600-2B19;2002;
UA;N446UA;A320-232;1998;
WN;N446WN;737-7H4;2003;
YV;N446YV;DHC-8-202;1996;
AA;N447AA;DC-9-82(MD-82);1987;
OH;N447CA;CL-600-2B19;2001;
OO;N447SW;CL-600-2B19;2002;
UA;N447UA;A320-232;1998;
WN;N447WN;737-7H4;2003;
YV;N447YV;DHC-8-202;1996;
AA;N448AA;DC-9-82(MD-82);1987;
OO;N448SW;CL-600-2B19;2002;
WN;N448WN;737-7H4;2003;
YV;N448YV;DHC-8-202;1996;
AA;N449AA;DC-9-82(MD-82);1987;
OO;N449SW;CL-600-2B19;2002;
UA;N449UA;A320-232;1998;
US;N449US;737-4B7;1990;
WN;N449WN;737-7H4;2003;
YV;N449YV;DHC-8-202;1996;
AA;N450AA;DC-9-82(MD-82);1987;
US;N450UW;737-4B7;1990;
WN;N450WN;737-7H4;2004;
AA;N451AA;DC-9-82(MD-82);1987;
OH;N451CA;CL-600-2B19;2001;
UA;N451UA;A320-232;1998;
US;N451UW;737-4B7;1990;
WN;N451WN;737-7H4;2004;
AA;N452AA;DC-9-82(MD-82);1988;
OO;N452SW;CL-600-2B19;2002;
UA;N452UA;A320-232;1999;
US;N452UW;737-4B7;1991;
WN;N452WN;737-7H4;2004;
AA;N453AA;DC-9-82(MD-82);1988;
OO;N453SW;CL-600-2B19;2003;
UA;N453UA;A320-232;1999;
US;N453UW;737-4B7;1991;
WN;N453WN;737-7H4;2004;
AA;N454AA;DC-9-82(MD-82);1987;
OO;N454SW;CL-600-2B19;2003;
UA;N454UA;A320-232;1999;
US;N454UW;737-4B7;1991;
WN;N454WN;737-7H4;2004;
YV;N454YV;DHC-8-202;1997;
AA;N455AA;DC-9-82(MD-82);1988;
OH;N455CA;CL-600-2B19;2002;
OO;N455SW;CL-600-2B19;2003;
UA;N455UA;A320-232;1999;
US;N455UW;737-4B7;1991;
WN;N455WN;737-7H4;2004;
YV;N455YV;DHC-8-202;1997;
AA;N456AA;DC-9-82(MD-82);1988;
UA;N456UA;A320-232;1999;
US;N456UW;737-4B7;1991;
WN;N456WN;737-7H4;2004;
AA;N457AA;DC-9-82(MD-82);1988;
OO;N457SW;CL-600-2B19;2003;
UA;N457UA;A320-232;1999;
US;N457UW;737-4B7;1991;
WN;N457WN;737-7H4;2004;
AA;N458AA;DC-9-82(MD-82);1988;
UA;N458UA;A320-232;2000;
US;N458UW;737-4B7;1991;
WN;N458WN;737-7H4;2004;
AA;N459AA;DC-9-82(MD-82);1988;
OO;N459SW;CL-600-2B19;2003;
UA;N459UA;A320-232;2000;
US;N459UW;737-4B7;1991;
WN;N459WN;737-7H4;2004;
AA;N460AA;DC-9-82(MD-82);1988;
OO;N460SW;CL-600-2B19;2003;
US;N460UW;737-4B7;1991;
WN;N460WN;737-7H4;2004;
AA;N461AA;DC-9-82(MD-82);1988;
OO;N461SW;CL-600-2B19;2003;
UA;N461UA;A320-232;2000;
WN;N461WN;737-7H4;2004;
AA;N462AA;DC-9-82(MD-82);1988;
UA;N462UA;A320-232;2000;
WN;N462WN;737-7H4;2004;
AA;N463AA;DC-9-82(MD-82);1988;
OO;N463SW;CL-600-2B19;2003;
UA;N463UA;A320-232;2000;
WN;N463WN;737-7H4;2004;
AA;N464AA;DC-9-82(MD-82);1988;
OO;N464SW;CL-600-2B19;2003;
UA;N464UA;A320-232;2000;
WN;N464WN;737-7H4;2004;
AA;N465AA;;;
OO;N465SW;CL-600-2B19;2003;
UA;N465UA;A320-232;2000;
WN;N465WN;737-7H4;2004;
CO;N46625;737-524;1995;
AA;N466AA;DC-9-82(MD-82);1988;
OO;N466SW;CL-600-2B19;2003;
UA;N466UA;A320-232;;
WN;N466WN;737-7H4;2004;
AA;N467AA;DC-9-82(MD-82);1988;
UA;N467UA;A320-232;2000;
WN;N467WN;737-7H4;2004;
AA;N468AA;DC-9-82(MD-82);1988;
OO;N468CA;CL-600-2B19;;
UA;N468UA;A320-232;2000;
WN;N468WN;737-7H4;2004;
AA;N469AA;DC-9-82(MD-82);1988;
UA;N469UA;A320-232;2001;
WN;N469WN;737-7H4;2004;
AA;N470AA;DC-9-82(MD-82);1988;
UA;N470UA;A320-232;2001;
WN;N470WN;737-7H4;2004;
AA;N471AA;DC-9-82(MD-82);1988;
OO;N471CA;CL-600-2B19;2002;
UA;N471UA;A320-232;2001;
YV;N47202;CL-600-2B19;1997;
AA;N472AA;DC-9-82(MD-82);1988;
UA;N472UA;A320-232;2001;
WN;N472WN;737-7H4;2004;
AA;N473AA;DC-9-82(MD-82);1988;
UA;N473UA;A320-232;2001;
WN;N473WN;737-7H4;2004;
CO;N47414;737-924ER;;
AA;N474AA;172M;1974;
UA;N474UA;A320-232;2001;
WN;N474WN;737-7H4;2004;
AA;N475AA;DC-9-82(MD-82);1988;
HA;N475HA;717-200;2001;
UA;N475UA;A320-232;2001;
WN;N475WN;737-7H4;2004;
AA;N476AA;DC-9-82(MD-82);1988;
HA;N476HA;717-200;2001;
UA;N476UA;A320-232;2001;
WN;N476WN;737-7H4;2004;
AA;N477AA;DC-9-82(MD-82);1988;
OH;N477CA;CL-600-2B19;2002;
HA;N477HA;717-200;2001;
UA;N477UA;A320-232;2001;
WN;N477WN;737-7H4;2004;
AA;N478AA;DC-9-82(MD-82);1988;
HA;N478HA;717-200;2001;
UA;N478UA;A320-232;2001;
WN;N478WN;737-7H4;2004;
AA;N479AA;DC-9-82(MD-82);1988;
OO;N479CA;CL-600-2B19;2002;
HA;N479HA;717-200;2001;
UA;N479UA;A320-232;2001;
WN;N479WN;737-7H4;2004;
AA;N480AA;DC-9-82(MD-82);1988;
HA;N480HA;717-200;2001;
UA;N480UA;A320-232;2001;
WN;N480WN;737-7H4;2004;
CO;N48127;757-224;1998;
AA;N481AA;DC-9-82(MD-82);1988;
HA;N481HA;717-200;2001;
UA;N481UA;A320-232;2001;
WN;N481WN;737-7H4;2004;
AA;N482AA;DC-9-82(MD-82);1988;
UA;N482UA;A320-232;2001;
WN;N482WN;737-7H4;2004;
AA;N483AA;;;
HA;N483HA;;;
UA;N483UA;A320-232;2001;
WN;N483WN;737-7H4;2004;
AA;N484AA;DC-9-82(MD-82);1988;
HA;N484HA;717-200;2001;
UA;N484UA;A320-232;2001;
WN;N484WN;737-7H4;2004;
AA;N485AA;DC-9-82(MD-82);1988;
UA;N485UA;A320-232;2001;
WN;N485WN;737-7H4;2004;
AA;N486AA;DC-9-82(MD-82);1988;
HA;N486HA;717-200;2001;
UA;N486UA;A320-232;2001;
WN;N486WN;737-7H4;2004;
AA;N487AA;DC-9-82(MD-82);1988;
HA;N487HA;717-200;2001;
UA;N487UA;A320-232;2002;
WN;N487WN;737-7H4;2004;
AA;N488AA;DC-9-82(MD-82);1988;
UA;N488UA;A320-232;2002;
WN;N488WN;737-7H4;2004;
XE;N48901;EMB-145LR;2001;
AA;N489AA;DC-9-82(MD-82);1989;
UA;N489UA;A320-232;2002;
WN;N489WN;737-7H4;2004;
AA;N490AA;DC-9-82(MD-82);1989;
UA;N490UA;A320-232;2002;
WN;N490WN;737-7H4;2004;
AA;N491AA;DC-9-82(MD-82);1989;
UA;N491UA;A320-232;2002;
WN;N491WN;737-7H4;2004;
AA;N492AA;DC-9-82(MD-82);1989;
OO;N492SW;CL-600-2B19;1997;
UA;N492UA;A320-232;2002;
WN;N492WN;737-7H4;2004;
AA;N493AA;DC-9-82(MD-82);1989;
UA;N493UA;A320-232;2002;
WN;N493WN;737-7H4;2004;
AA;N494AA;DC-9-82(MD-82);1989;
OO;N494CA;CL-600-2B19;2003;
UA;N494UA;A320-232;2002;
WN;N494WN;737-7H4;2004;
AA;N495AA;DC-9-82(MD-82);1989;
OO;N495CA;CL-600-2B19;2003;
UA;N495UA;A320-232;2002;
WN;N495WN;737-7H4;2004;
AA;N496AA;DC-9-82(MD-82);1989;
OO;N496CA;CL-600-2B19;2003;
UA;N496UA;A320-232;2002;
WN;N496WN;737-7H4;2004;
AA;N497AA;DC-9-82(MD-82);1989;
UA;N497UA;A320-232;2002;
WN;N497WN;737-7H4;2004;
OO;N498CA;CL-600-2B19;2003;
UA;N498UA;A320-232;2002;
WN;N498WN;737-7H4;2005;
WN;N499WN;737-7H4;2005;
AA;N4UBAA;;;
AA;N4UCAA;;;
AA;N4WAAA;;;
AA;N4WBAA;;;
AA;N4WDAA;;;
AA;N4WJAA;;;
AA;N4WKAA;;;
AA;N4WLAA;;;
AA;N4WMAA;;;
AA;N4WNAA;;;
AA;N4WPAA;;;
AA;N4WRAA;;;
AA;N4WSAA;;;
AA;N4WUAA;;;
AA;N4WVAA;;;
AA;N4WWAA;;;
AA;N4WXAA;;;
AA;N4WYAA;;;
AA;N4XAAA;;;
AA;N4XBAA;;;
AA;N4XCAA;;;
AA;N4XDAA;;;
AA;N4XEAA;;;
AA;N4XFAA;;;
AA;N4XGAA;;;
AA;N4XHAA;;;
AA;N4XJAA;;;
AA;N4XKAA;;;
AA;N4XLAA;;;
AA;N4XMAA;;;
AA;N4XNAA;;;
AA;N4XPAA;;;
AA;N4XRAA;;;
AA;N4XSAA;;;
AA;N4XTAA;;;
AA;N4XUAA;;;
AA;N4XVAA;;;
AA;N4XWAA;;;
AA;N4XXAA;;;
AA;N4XYAA;;;
AA;N4YAAA;;;
AA;N4YBAA;;;
AA;N4YCAA;;;
AA;N4YDAA;;;
AA;N4YEAA;;;
AA;N4YFAA;;;
AA;N4YGAA;;;
AA;N4YHAA;;;
AA;N4YJAA;;;
AA;N4YKAA;;;
AA;N4YLAA;;;
AA;N4YMAA;;;
AA;N4YNAA;;;
AA;N4YPAA;;;
AA;N4YRAA;;;
AA;N4YSAA;;;
AA;N4YTAA;;;
MQ;N500MQ;;;
AA;N501AA;DC-9-82(MD-82);1989;
YV;N501MJ;CL-600-2C10;2002;
MQ;N501MQ;;;
WN;N501SW;737-5H4;1990;
UA;N501UA;757-222;1989;
NW;N501US;757-251;1985;
AA;N502AA;;;
YV;N502MJ;CL-600-2C10;2002;
MQ;N502MQ;;;
WN;N502SW;737-5H4;1990;
UA;N502UA;757-222;1989;
NW;N502US;757-251;1985;
AA;N503AA;;;
YV;N503MJ;CL-600-2C10;2002;
MQ;N503MQ;;;
WN;N503SW;737-5H4;1990;
UA;N503UA;757-222;1989;
NW;N503US;757-251;1985;
AA;N504AA;;;
US;N504AU;737-3B7;1987;
B6;N504JB;A320-232;1999;
YV;N504MJ;CL-600-2C10;2002;
MQ;N504MQ;;;
WN;N504SW;737-5H4;1990;
UA;N504UA;757-222;1989;
NW;N504US;757-251;1987;
AA;N505AA;DC-9-82(MD-82);1989;
US;N505AU;737-3B7;1987;
B6;N505JB;A320-232;2000;
YV;N505MJ;CL-600-2C10;2002;
MQ;N505MQ;;;
WN;N505SW;737-5H4;1990;
UA;N505UA;757-222;1989;
AA;N506AA;;;
AS;N506AS;;;
US;N506AU;737-3B7;1987;
OO;N506CA;CL-600-2B19;2003;
B6;N506JB;A320-232;2000;
YV;N506MJ;CL-600-2C10;2002;
MQ;N506MQ;;;
WN;N506SW;737-5H4;1990;
UA;N506UA;757-222;1990;
NW;N506US;757-251;1985;
AA;N507AA;FALCON-XP;1997;
OO;N507CA;CL-600-2B19;2003;
YV;N507MJ;CL-600-2C10;2003;
MQ;N507MQ;;;
WN;N507SW;737-5H4;1990;
UA;N507UA;757-222;1990;
AA;N508AA;206B;1975;
AS;N508AS;;;
YV;N508MJ;CL-600-2C10;2003;
MQ;N508MQ;;;
UA;N508UA;757-222;1990;
AA;N509AA;FALCON-XP;;
B6;N509JB;A320-232;2000;
YV;N509MJ;CL-600-2C10;2003;
MQ;N509MQ;;;
WN;N509SW;737-5H4;1990;
UA;N509UA;757-222;1990;
AA;N510AA;T210N;1982;
B6;N510JB;A320-232;2000;
YV;N510MJ;CL-600-2C10;2003;
MQ;N510MQ;;;
WN;N510SW;737-5H4;1990;
UA;N510UA;757-222;1990;
AA;N511AA;;;
YV;N511MJ;CL-600-2C10;2003;
WN;N511SW;737-5H4;1991;
UA;N511UA;757-222;1990;
AA;N512AA;;;
AS;N512AS;;;
YV;N512MJ;CL-600-2C10;2003;
MQ;N512MQ;;;
WN;N512SW;737-5H4;1991;
AS;N513AS;;;
YV;N513MJ;CL-600-2C10;2003;
MQ;N513MQ;;;
WN;N513SW;737-5H4;1991;
UA;N513UA;757-222;1990;
AA;N514AA;;;
AS;N514AS;;;
YV;N514MJ;CL-600-2C10;2003;
MQ;N514MQ;;;
WN;N514SW;737-5H4;1991;
UA;N514UA;757-222;1990;
NW;N514US;757-251;1986;
AA;N515AA;;;
YV;N515MJ;CL-600-2C10;2003;
MQ;N515MQ;;;
WN;N515SW;737-5H4;1991;
UA;N515UA;757-222;1990;
AA;N516AA;;;
US;N516AU;737-3B7;1987;
YV;N516LR;CL-600-2C10;2006;
MQ;N516MQ;;;
NW;N516US;757-251;1986;
AA;N517AA;;;
B6;N517JB;A320-232;2000;
MQ;N517MQ;;;
UA;N517UA;757-222;1990;
NW;N517US;757-251;1986;
AA;N518AA;;;
OH;N518CA;CL-600-2B19;2003;
YV;N518LR;CL-600-2C10;2006;
MQ;N518MQ;;;
UA;N518UA;757-222;1990;
NW;N518US;757-251;1986;
AA;N519AA;550;1979;
B6;N519JB;A320-232;2001;
YV;N519LR;CL-600-2C10;2006;
MQ;N519MQ;;;
WN;N519SW;737-5H4;1991;
UA;N519UA;757-222;1990;
NW;N519US;757-251;1986;
AA;N520AA;;;
B6;N520JB;A320-232;2001;
MQ;N520MQ;;;
WN;N520SW;737-5H4;1991;
UA;N520UA;757-222;1990;
AA;N521AA;;;
YV;N521LR;CL-600-2C10;2006;
WN;N521SW;737-5H4;1991;
UA;N521UA;757-222;1990;
NW;N521US;757-251;1986;
AA;N522AA;;;
MQ;N522MQ;;;
WN;N522SW;737-5H4;1992;
UA;N522UA;757-222;1990;
NW;N522US;757-251;1987;
AA;N523AA;60;1968;
OH;N523CA;CL-600-2B19;2003;
B6;N523JB;A320-232;2001;
MQ;N523MQ;;;
WN;N523SW;737-5H4;1992;
UA;N523UA;757-222;1990;
NW;N523US;757-251;1987;
AA;N524AA;;;
B6;N524JB;A320-232;2001;
MQ;N524MQ;;;
WN;N524SW;737-5H4;1992;
UA;N524UA;757-222;1990;
AA;N525AA;PA-31-350;1980;
WN;N525SW;737-5H4;1992;
UA;N525UA;757-222;1991;
CO;N52616;737-524;1994;
AA;N526AA;;;
OH;N526CA;CL-600-2B19;2003;
WN;N526SW;737-5H4;1992;
UA;N526UA;757-222;1991;
NW;N526US;757-251;1987;
AA;N527AA;;;
US;N527AU;737-3B7;1988;
WN;N527SW;737-5H4;1992;
UA;N527UA;757-222;1991;
NW;N527US;757-251;1987;
AA;N528AA;;;
OH;N528CA;CL-600-2B19;2003;
WN;N528SW;737-5H4;1992;
UA;N528UA;757-222;1991;
NW;N528US;757-251;1987;
AA;N529AA;;;
US;N529AU;737-3B7;1989;
B6;N529JB;A320-232;2001;
UA;N529UA;757-222;1991;
NW;N529US;757-251;1987;
US;N530AU;737-3B7;1989;
UA;N530UA;757-222;1991;
NW;N530US;757-251;1988;
AA;N531AA;;;
US;N531AU;737-3B7;1989;
UA;N531UA;757-222;1991;
NW;N531US;757-251;1988;
AA;N532AA;;;
US;N532AU;737-3B7;1989;
UA;N532UA;757-222;1991;
NW;N532US;757-251;1988;
AA;N533AA;;;
US;N533AU;737-3B7;1989;
UA;N533UA;757-222;1991;
NW;N533US;757-251;1988;
AA;N534AA;;;
B6;N534JB;A320-232;2002;
UA;N534UA;757-222;1991;
NW;N534US;757-251;1988;
AA;N535AA;;;
